id,country,htap_region,climatic_zone,lon,lat,alt,relative_alt,type,type_of_area,water_25km,evergreen_needleleaf_forest_25km,evergreen_broadleaf_forest_25km,deciduous_needleleaf_forest_25km,deciduous_broadleaf_forest_25km,mixed_forest_25km,closed_shrublands_25km,open_shrublands_25km,woody_savannas_25km,savannas_25km,grasslands_25km,permanent_wetlands_25km,croplands_25km,urban_and_built-up_25km,cropland-natural_vegetation_mosaic_25km,snow_and_ice_25km,barren_or_sparsely_vegetated_25km,wheat_production,rice_production,nox_emissions,no2_column,population_density,max_population_density_5km,max_population_density_25km,nightlight_1km,nightlight_5km,max_nightlight_25km,o3_average_values,o3_daytime_avg,o3_nighttime_avg,o3_median,o3_perc25,o3_perc75,o3_perc90,o3_perc98,o3_dma8eu,o3_avgdma8epax,o3_drmdmax1h,o3_w90,o3_aot40,o3_nvgt070,o3_nvgt100,dataset
11425,United States of America,NAM,cool_dry,-107.891109,40.506946,1902,105,unknown,unknown,0,0,0,0,0,0,0,0,0,0,99.1,0,0,0,0,0,0,0.181,0,0.01122,1.12,5,5,799,0,0,39,38.423,45.4243,33.6738,39.5,31.5,47.5,54,62,60.25,48.1161,56.1052,81.7971,31473.5778,0.5,0,train
11426,United States of America,NAM,cool_dry,-108.592334,37.350054,1890,60,unknown,unknown,0,2.5,0,0,0,0,0,9.9,3.7,0,75.6,0,7.1,0,0,0,0,0.392,0,0.323041,1.1,2608,2608,2608,53,25.22,58,34.1609,41.7344,26.526,34.2,22.8,45.2,53,60.896,59.325,46.1333,58.7456,91.8929,26192.5293,2,0,test
11429,United States of America,NAM,cool_moist,-105.755,39.417,3098,167,unknown,unknown,0,45.5,0,0,0,0,0,0,1.4,0,52.3,0,0,0,0,0,0,0,0,0.187291,0.79,150,162,501,0,0,38,48.178,49.2608,46.6128,47.75,43.25,52.75,58.25,65.5,63.1429,52.182,62.235,128.3536,42411.5838,5.5,0,train
11430,United States of America,NAM,boreal_moist,-106.821,39.154,3415,769,unknown,unknown,0,37.3,0,0,0,0,0,0,0,0,55.1,0,0,0,4.9,0,0,0,0,0.169247,0.31,186,1418,1418,5,7.95,51,50.4479,51.7567,-999,52,47,58,63,69,67.4375,54.9722,62.8176,-999,52971.2898,10,-999,val
11431,United States of America,NAM,cool_moist,-106.836,39.196,2415,40,unknown,unknown,0,38.2,0,0,0,0,0,0,0,0,51.5,0,0,0,7.2,0,0,0,0,0.169247,0.31,1418,1418,1418,47,23.5,51,36.3522,41.0377,33.2847,38,29.5,45.5,51.5,58.5,56.6875,45.1867,53.0461,65.8049,22304.0801,0.5,0,val
11433,United States of America,NAM,cool_dry,-107.8475,40.038889,1994,52,unknown,unknown,0,8,0,0,0,1.3,0,0,2,0,62.3,0,4.5,0,21.7,0,0,0.464,0,0.017936,0.84,12,12,141,5,5.8,42,40.3217,45.4015,35.3301,40.6,33.8,47.2,52.7,59.8,58.4714,48.0968,57.3463,71.9957,29478.6753,0.4,0,val
11434,United States of America,NAM,cool_dry,-108.761389,40.086944,1655,32,unknown,unknown,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0.243177,0.99,15,15,15,18,14.15,54,37.2814,44.5281,32.2434,38,29.25,47.25,55,64.5,61.5312,47.8128,57.8843,179.7948,32006.1859,5.25,0.5,train
11436,United States of America,NAM,cool_dry,-108.285,38.132,2137,90,unknown,unknown,0,11,0,0,0,0,0,0,5.6,0,64.2,0,5.8,0,12.5,0,0,0.456,0,0.017677,0.83,11,13,108,9,3.07,10,42.4053,-999,-999,-999,-999,-999,-999,-999,-999,-999,60.0514,-999,-999,-999,-999,train
11439,United States of America,NAM,cool_dry,-104.73744,40.386368,1484,49,unknown,unknown,0,0,0,0,0,0,0,0,0,0,54.3,0,42,3.4,0,0,0,0.662,0,10.1637,2.68,21718,21718,21718,62,53.39,63,31.7799,40.3323,23.2368,31.8,17.8,44.8,56.6,68.836,66.0583,46.2198,68.636,188.4123,33216.4023,11,0.4,train
11440,United States of America,NAM,cool_dry,-104.33,40.65,1483,14,unknown,unknown,0,0,0,0,0,0,0,0,0,0,97.3,0,2.7,0,0,0,0,0.84,0,0.475824,1.75,9,9,149,8,5.5,55,34.7948,41.1489,-999,33.5,21,43.5,52,60.76,60.875,47.2859,60.7493,82.6163,23926.1568,2.6667,0,train
11441,United States of America,NAM,cool_dry,-104.036,40.813,1661,91,unknown,unknown,0,0,0,0,0,0,0,0,0,0,99.9,0,0,0,0,0,0,0.039,0,0.108401,1.48,9,9,31,0,6.3,32,42.8308,-999,-999,-999,-999,-999,-999,-999,-999,-999,62.0056,-999,-999,-999,-999,train
11442,United States of America,NAM,warm_moist,-73.585,41.003611,3,0,unknown,unknown,30.1,1.7,0,0,15.7,7.8,0,0,0,0,0,1.5,0,38.7,4.2,0,0,0,0,12.0323,6.85,0,11959,64231,20,30.17,63,35.7438,-999,-999,-999,-999,-999,-999,-999,-999,-999,62.9816,-999,-999,-999,-999,train
11444,United States of America,NAM,cool_moist,-73.443056,41.399167,116,23,unknown,unknown,0,1.2,0,0,72.4,11.1,0,0,0,0,0,0,0,9.2,5.8,0,0,0,0,2.46788,4.49,26206,26206,26206,62,57.01,63,31.1656,-999,-999,-999,-999,-999,-999,-999,-999,-999,58.2934,-999,-999,-999,-999,test
11445,United States of America,NAM,warm_moist,-73.103056,41.1525,3,0,unknown,unknown,60,0,0,0,10,5.3,0,0,0,0,0,1.4,0,20.1,2.2,0,0,0,0,0.880999,5.93,1074,13796,65280,21,23.24,63,37.8889,-999,-999,-999,-999,-999,-999,-999,-999,-999,64.2592,-999,-999,-999,-999,train
11446,United States of America,NAM,warm_moist,-73.336667,41.118333,4,2,unknown,unknown,41.8,0,0,0,30,6,0,0,0,0,0,1.4,0,18.3,1.3,0,0,0,0,11.6435,6.34,1112,6824,65280,37,39.36,63,32.0821,-999,-999,-999,-999,-999,-999,-999,-999,-999,63.1502,-999,-999,-999,-999,train
11447,United States of America,NAM,cool_moist,-72.631667,41.784722,15,10,unknown,unknown,0,0,0,0,38.4,17.5,0,0,0,0,0,0,1.5,28.6,13.2,0,0,0,0,19.6058,3.56,18961,18961,60388,62,61.54,63,29.9543,-999,-999,-999,-999,-999,-999,-999,-999,-999,53.3149,-999,-999,-999,-999,train
11448,United States of America,NAM,cool_moist,-73.297257,41.821342,505,174,unknown,unknown,0,0,0,0,76.4,10.8,0,0,0,0,0,0,0,1.2,11.3,0,0,0,0,0.524655,2.42,383,758,15017,8,10.52,59,36.3034,38.032,34.5908,35.4,29,42.6,50.2,61.6,59.925,41.85,54.1526,146.7662,15207.3989,4.4,0.6,val
11450,United States of America,NAM,cool_moist,-72.63,41.552222,58,35,unknown,unknown,0,0,0,0,62.7,9.9,0,0,0,0,0,0,0,18,8.5,0,0,0,0,5.4696,4.11,1975,15308,60388,59,47.3,63,35.839,-999,-999,-999,-999,-999,-999,-999,-999,-999,58.2392,-999,-999,-999,-999,train
11451,United States of America,NAM,warm_moist,-72.902871,41.3014,3.6,0,unknown,unknown,40.2,0,0,0,28,4.9,0,0,0,0,0,1.3,0,20.6,4.2,0,0,0,0,18.9855,4.84,36865,62438,62438,63,60.42,63,25.0888,31.3242,18.8881,25,12.8,35.6,44.8,61.44,58.3548,36.6884,57.9318,244.3796,12864.0907,9.8,2.4,train
11453,United States of America,NAM,warm_moist,-72.55,41.260833,3,2,unknown,unknown,55,1.7,0,0,28.3,5.2,0,0,0,0,0,1.7,0,3.8,2.9,0,0,0,0,0.433095,4.67,4708,4708,11406,14,21.63,60,36.1847,-999,-999,-999,-999,-999,-999,-999,-999,-999,61.1859,-999,-999,-999,-999,train
11457,United States of America,NAM,cool_moist,-72.07882,41.35362,49,0,unknown,unknown,45.4,1.2,0,0,35.3,7.2,0,0,0,0,0,1.3,0,3.8,5,0,0,0,0,0.567731,4.01,13262,23122,23122,61,52.29,62,35.2959,-999,-999,-999,-999,-999,-999,-999,-999,-999,55.9706,-999,-999,-999,-999,val
11458,United States of America,NAM,cool_moist,-72.388056,41.976389,265,141,unknown,unknown,0,0,0,0,48.8,24.5,0,0,0,0,0,0,1,14.6,10.6,0,0,0,0,7.17315,3.16,1128,2091,51598,15,18.2,63,37.334,-999,-999,-999,-999,-999,-999,-999,-999,-999,55.0748,-999,-999,-999,-999,train
11461,United States of America,NAM,warm_moist,-75.555185,38.984749,0,6,unknown,unknown,12.2,1.3,0,0,0,4.3,0,0,0,0,0,1.3,17.2,2.2,59.6,0,0,1.327,0,0.692122,3.2,667,1782,11609,15,18.97,63,30.9997,38.4813,23.5172,30,20.25,40.25,49.5,63.5,61.525,43.0173,59.2218,168.918,19620.1683,9,1,train
11464,United States of America,NAM,warm_moist,-75.730833,39.551111,20,14,unknown,unknown,11.3,3.5,0,0,5.9,6.2,0,0,0,0,0,2.5,11.7,9.6,47.2,0,0,2.137,0,0.662554,4.34,5756,6938,39152,28,36.11,63,26.5987,34.1404,19.117,26.4,15.2,36.6,46.8,61.6,58.85,39.5214,57.4128,187.7226,16269.2188,9,0,test
11465,United States of America,NAM,warm_moist,-75.563889,39.817222,0,25,unknown,unknown,4,0,0,0,5.8,4.2,0,0,0,0,0,0,7.9,32,43.2,0,0,0.001,0,11.5833,4.51,5723,24319,47840,61,55.5,63,31.6436,36.0177,23.5684,28.5,19.5,38.5,50,66.5,62.1339,41.2683,58.0703,211.1507,19916.4942,10,0,test
11466,United States of America,NAM,warm_moist,-75.496389,39.773889,0,55,unknown,unknown,5.8,1.2,0,0,4,4.6,0,0,1,0,0,1.2,12.1,31.4,38.2,0,0,0.425,0,25.0692,4.86,10136,27663,47840,61,56.93,63,28.7936,34.6355,22.9909,27.8,18.4,37.8,49,65,62.275,40.316,59.1719,214.0211,18614.1052,10.6,0.8,test
11467,United States of America,NAM,warm_moist,-75.558056,39.739444,0,0,unknown,unknown,6.9,1.3,0,0,4.4,5.1,0,0,0,0,0,1.5,12.5,24.9,42,0,0,0.117,0,20.0036,4.62,39152,39152,39152,63,62.54,63,25.4074,31.7698,19.0419,24.25,13.75,34.75,46.75,63.595,60.0446,37.5513,58.5165,185.2762,16034.6558,8.5,0.25,test
11469,United States of America,NAM,warm_moist,-75.612688,38.644476,0,4,unknown,unknown,0,0,0,0,0,14,0,0,0,0,0,0,21.6,1.3,62.5,0,0,1.095,0,0.518262,2.87,1654,1654,2092,58,40.25,62,31.5492,37.4812,24.3893,30.25,21,39.75,49.75,63.5,62,43.2895,59.2159,170.0521,19071.2792,12,0.5,train
11470,United States of America,NAM,warm_moist,-75.162673,38.779196,0,1,unknown,unknown,49.8,2.9,0,0,0,5.3,0,0,0,0,0,2,8.6,1.4,28.5,0,0,0,0,1.47153,3.11,1108,2452,2480,60,39.25,63,34.3193,38.6889,28.4528,33,24.75,41.5,50.5,63.25,60.9643,42.9133,58.9807,171.9433,19993.8081,9.5,0.25,train
11473,United States of America,NAM,warm_moist,-76.958072,38.895572,8,12,unknown,unknown,0,0,0,0,5,12,0,0,2.6,0,0,0,4.9,42.8,30.6,0,0,0,0,18.7159,5.15,55708,67002,112882,63,63,63,24.8522,-999,-999,-999,-999,-999,-999,-999,-999,-999,52.448,-999,-999,-999,-999,val
11474,United States of America,NAM,warm_moist,-77.013178,38.921847,50,33,unknown,unknown,0,0,0,0,4.3,13.3,0,0,3.8,0,0,0,4.1,50.7,22,0,0,0,0,52.0897,5.55,70762,112882,112882,63,63,63,28.5348,35.6627,21.5627,28,17,38.5,51.5,66.5,64.1875,41.6719,61.9569,180.1657,22788.4849,14.5,1.5,val
11477,United States of America,NAM,tropical_moist,-82.296111,29.544722,30.8,7,unknown,unknown,2,0,10.4,0,0,13.2,3.8,0,53.6,0,3.2,1.6,2.3,1.5,8.1,0,0,0,0,0.490775,2.05,193,565,29716,6,8.02,63,24.565,33.6168,15.5534,24,12.4,35.2,45.2,57.2,55.3179,38.2699,51.7258,82.1424,12553.5512,1,0.2,train
11478,United States of America,NAM,tropical_moist,-82.441111,30.201111,46.7,3,unknown,unknown,0,0,35.9,0,0,13.5,0,0,41.9,0,0,0,0,0,4.6,0,0,0.02,0.001,2.49299,2.14,192,757,4319,5,4.41,63,24.754,33.4724,16.0737,24.2,13.6,35,44.6,55.8,53.625,38.3032,50.8173,65.5328,10807.4969,0,0,val
11479,United States of America,NAM,tropical_moist,-85.731517,30.130433,4.9,0,unknown,unknown,59.2,3.3,6.9,0,0,6.5,0,0,10.6,0,1.2,4.3,1,5.9,0,0,0,0,0,0.021181,1.54,4624,5469,16547,19,22.95,63,33.4672,36.8465,30.0919,32.2,24.6,41.2,50.2,61.2,58.925,40.6868,51.0067,106.8229,15455.2073,2.6,0,train
11480,United States of America,NAM,tropical_moist,-80.628611,28.053611,5,11,unknown,unknown,33.4,0,0,0,0,6.8,1.5,0,26.9,0,1.3,5.3,3.5,9.7,10,0,0,0,0.098,0.541075,1.57,13671,15909,22537,62,60.81,63,29.961,36.1942,23.7967,29.6,19.8,39.8,47.8,57.2,55.975,39.9551,51.029,67.0019,13564.9373,0.6,0,train
11481,United States of America,NAM,tropical_moist,-80.615556,28.310556,2,0,unknown,unknown,52.6,0,1.4,0,0,5.2,0,0,12.9,0,0,5.6,4.3,9.7,5.9,0,0,0.025,0,4.64653,1.62,5441,8440,22537,46,28.69,63,33.6995,37.0562,30.32,33.75,24.5,41.5,48.5,58,55.6,40.3605,51.1697,71.8399,13451.4956,0.25,0,train
11485,United States of America,NAM,tropical_moist,-80.33845,26.073536,2,0,unknown,unknown,1.2,0,0,0,0,1.7,1.2,0,3.3,0,5.2,26.8,4,49.9,5.4,0,0,0,1.446,1.77453,2.61,20029,25762,78353,63,63,63,23.1429,30.1789,16.1446,22.6,12.2,33.4,41.4,52.384,50.65,34.7787,46.7211,50.5854,6878.1525,0,0,train
11486,United States of America,NAM,tropical_moist,-80.09647,26.292025,10,7,unknown,unknown,51.3,0,0,0,0,0,0,0,1.1,0,0,3.3,1.9,36.9,4.3,0,0,0,0,47.3531,2.21,39981,40659,65665,63,56.91,63,26.148,30.262,22.1551,26,17,36,43.4,52.6,50.4,34.0445,45.6333,60.7326,6403.8293,0.2,0.2,train
11487,United States of America,NAM,tropical_moist,-80.111,26.087,3,2,unknown,unknown,57.8,0,0,0,0,0,0,0,0,0,0,0,1.5,36,2.7,0,0,0,0,59.6061,3.44,4701,16882,73942,61,52.34,63,27.1323,30.6602,23.5556,26.4,17.8,36.8,44.8,54.604,52.225,34.7572,47.0235,79.1691,7563.3225,0.8,0.2,train
11488,United States of America,NAM,tropical_moist,-81.711,26.27,20,3,unknown,unknown,12.6,0,1.8,0,0,19.4,1.9,0,26.2,0,2.8,7.1,5.6,11.6,11,0,0,0,0,2.56178,1.46,4063,7179,18981,63,59.4,63,25.4215,32.6387,19.169,24.75,16.5,34.5,43.25,53.75,52.0625,36.0453,45.9176,47.0163,8419.2809,0,0,test
11489,United States of America,NAM,tropical_moist,-82.619167,30.178056,36.6,19,unknown,unknown,0,0,24.5,0,0,9.5,1.9,0,49.5,0,2.4,0,1.7,0,8.5,0,0,0,0,1.38643,1.76,2986,4319,4319,41,40.34,63,24.9199,33.3083,16.4979,24.2,13.2,35.4,45,56,54.35,38.5434,51.0219,73.9941,11442.3146,1,0,val
11491,United States of America,NAM,tropical_moist,-81.587339,30.477725,12,14,unknown,unknown,17.2,1.8,11.8,0,0,9.7,0,0,26,0,0,13.4,2.3,14.4,1.5,0,0,0.022,0.022,52.4079,3.11,1070,3390,36350,57,48.98,63,24.4852,33.2839,15.5355,24.4,12,35.6,44.8,55.6,53.65,38.2734,49.996,79.485,11225.6998,0.8,0,train
11492,United States of America,NAM,tropical_moist,-81.454,30.261,3,7,unknown,unknown,41.4,1.1,7.4,0,0,6.5,0,0,16.5,0,0,8.4,2.7,14.4,0,0,0,0,0.012,9.93504,2.91,13798,18906,27190,61,52.37,63,27.5905,35.4566,19.709,27.8,16.4,38.6,47,57.4,55.425,39.8446,50.3857,99.9516,13608.9344,2,0,train
11493,United States of America,NAM,tropical_moist,-81.8409,30.378217,30.5,17,unknown,unknown,2.1,0,18.8,0,0,15.5,0,0,42.8,0,0,1.9,1.9,13.5,1.8,0,0,0.048,0.105,3.26511,2.46,1574,9132,36350,50,32.05,63,25.2731,34.0409,16.4402,24.4,13.6,35.8,45.4,56.6,54.65,39.0046,52.7065,82.6748,12204.779,1.2,0,train
11495,United States of America,NAM,tropical_moist,-87.20355,30.525367,32,36,unknown,unknown,24.4,2.3,5.9,0,0,10.1,0,0,34.9,0,1,5.2,3.1,6.9,5.1,0,0,0,0,7.75888,2.2,14862,15838,23778,62,54.96,63,29.9569,36.6348,23.327,29.4,20,39.2,48.8,60.4,58.425,40.8083,52.6608,115.2693,16368.5102,2.8,0,train
11496,United States of America,NAM,tropical_moist,-87.270967,30.36805,3.1,0,unknown,unknown,53.2,0,2.4,0,0,4.7,0,0,17.8,0,0,4.8,2.9,7,4.1,0,0,0,0,0.257635,1.99,4722,16350,23778,54,37.86,63,33.8134,38.513,29.1743,33,24.45,42,51.4,63.6,61.0107,42.48,54.1018,135.53,19603.5312,6.8,0.2,train
11498,United States of America,NAM,tropical_moist,-81.276833,29.489083,7.3,4,unknown,unknown,20.9,0,17,0,0,16.3,0,0,34.2,0,0,4.3,1.9,1.4,2.8,0,0,0,0,0.766007,2.03,521,521,4609,47,32.08,62,25.4133,34.2786,16.378,24.6667,13.3333,36.3333,45.3333,56,54.4583,38.6869,49.3938,64.1247,11346.004,0.6667,0,val
11499,United States of America,NAM,tropical_moist,-81.340556,27.188889,60,38,unknown,unknown,3.2,0,0,0,0,11.8,6.2,0,32.1,0,8.5,2.3,8.7,1.7,24.4,0,0,0,0,0.224628,2.01,167,714,1471,7,6.78,60,28.4482,34.6527,22.3218,27.4,19.2,37,45.8,56.4,54.8417,37.8327,50.4676,64.4839,11877.9857,0,0,train
11500,United States of America,NAM,tropical_moist,-82.465146,27.740033,4,2,unknown,unknown,32,0,0,0,0,3.4,3.8,0,11.8,0,1.8,5.3,6.3,14.1,20.9,0,0,0,0,8.93549,2.49,2575,3352,42221,44,34.84,63,30.1903,37.4425,23.0423,29.2,19.2,39.8,50,62.252,60.125,41.8428,54.5439,142.4743,18473.2394,5,0,train
11502,United States of America,NAM,tropical_moist,-82.454722,27.928056,5,0,unknown,unknown,22,0,0,0,0,4.7,3.4,0,21.9,0,0,3.4,3.9,25.1,13.7,0,0,0,0,6.83554,3.02,9088,37018,48479,63,58.1,63,26.4643,34.0959,18.8443,25.6,15.8,36.2,45.6,58.8,56.2679,38.8314,51.2778,121.9664,12882.4259,2,0,train
11504,United States of America,NAM,tropical_moist,-82.538611,27.892222,3,0,unknown,unknown,29.8,0,0,0,0,2.2,1.3,0,10.8,0,0,4.6,4.1,37.3,8.9,0,0,0,0,28.7403,2.69,32349,32349,48479,62,54.62,63,30.6795,37.0547,24.3366,29.6,20.6,39.8,49.6,61.6,59.175,41.5549,54.3517,137.7582,17518.7355,4,0.2,train
11505,United States of America,NAM,tropical_moist,-82.2304,27.96565,20,8,unknown,unknown,1.4,0,2,0,0,7.5,8.6,0,36.9,0,1.5,0,4.6,12.9,23.7,0,0,0,0,11.7931,2.89,5098,15427,48479,58,53.84,63,28.5863,37.8415,19.2201,27.4,17,39,49.6,62.2,59.7917,42.5869,56.1107,151.6146,19393.4036,4.6,0.2,train
11507,United States of America,NAM,tropical_moist,-85.603889,30.848611,26.2,4,unknown,unknown,0,1.4,1.4,0,0,10.3,0,0,58.1,0,1.4,0,2.1,0,24.8,0,0,0.648,0,1.32175,1.74,688,760,760,5,2.36,57,24.8182,34.5514,15.155,24.6,12.4,36,45.8,56.6,55.125,39.288,50.1751,59.9618,12374.3192,0,0,train
11509,United States of America,NAM,tropical_moist,-81.723333,28.525,0,24,unknown,unknown,7.2,0,2.4,0,0,10.2,3.5,0,39.6,0,8.8,4.1,5.9,5.6,11.8,0,0,0.435,0.789,0.812374,2.31,3040,4847,33039,62,54.7,63,27.0677,35.0285,19.0933,26.2,16.4,36.6,45.8,58.236,56.3286,39.2816,52.9428,98.5516,13165.2309,1.6,0,train
11511,United States of America,NAM,tropical_moist,-81.98,26.547861,1,3,unknown,unknown,41.4,0,0,0,0,4.3,0,0,8.5,0,5.2,10.1,4.6,16.9,7.5,0,0,0,0,3.27189,1.67,15394,15394,23679,60,59,63,30.6548,35.4873,25.8929,29.4,21.8,38.4,47,57.4,55.35,38.8133,49.9306,72.8953,12641.2668,0.2,0,test
11513,United States of America,NAM,tropical_moist,-81.939444,26.448889,2,0,unknown,unknown,47.2,0,0,0,0,4.7,0,0,7.3,0,1.8,9.2,5.1,17.5,6.4,0,0,0,0,0.056457,1.56,4089,4781,23679,53,34.38,63,29.5299,34.3599,24.75,28.4,20.8,37.4,45.76,56.2,54.3,37.5666,48.8516,58.2994,10664.4452,0,0,test
11515,United States of America,NAM,tropical_moist,-84.346389,30.439722,15.9,8,unknown,unknown,0,2.3,17.5,0,0,22.3,0,0,52.6,0,0,0,0,2.4,0,0,0,0,0,0.188965,1.72,8952,31793,31793,63,57.17,63,23.6821,33.0535,14.3964,23.2,9.6,35.6,45.4,56.8,54.925,38.6888,50.6978,78.5168,12133.6303,0.2,0,train
11516,United States of America,NAM,tropical_moist,-84.199444,30.484444,27.4,16,unknown,unknown,0,0,8.1,0,0,20.3,0,0,64.8,0,0,0,0,2.4,2.1,0,0,0,0,2.91784,1.93,4311,9858,31793,53,49.86,63,22.4706,32.2986,12.7006,21.8,7.2,34.2,44.8,56.8,54.475,38.3649,50.8586,77.8681,11493.0943,0,0,train
11519,United States of America,NAM,tropical_moist,-82.546111,27.632778,0,3,unknown,unknown,36.2,0,0,0,0,3.5,3.6,0,10.4,0,1.9,5.8,6.8,14.3,16.9,0,0,0,0,2.66162,2.28,802,1098,42221,54,32.81,63,26.0313,32.7403,19.4756,25,15.6,35.4,44.6,56.6,53.7,36.7769,49.0194,93.2204,10539.0168,1.4,0,train
11521,United States of America,NAM,tropical_moist,-82.618889,27.480556,8,11,unknown,unknown,57.4,0,0,0,0,1.8,1.7,0,5.6,0,0,5.2,5.1,13,9.1,0,0,0,0.17,0.062596,2.14,32133,32133,33169,62,59.41,63,28.7116,34.8642,22.7779,27.8,18.8,37.8,46.8,58.6,56.4,38.7944,50.4651,96.6526,13230.5699,2,0,train
11522,United States of America,NAM,tropical_moist,-82.522222,27.449444,8,9,unknown,unknown,33.1,0,0,0,0,4.1,3.7,0,11.5,0,1.7,4.7,8.7,14.9,17.1,0,0,0,0,2.68435,2.18,8452,33169,33169,62,61.03,63,25.9524,33.251,18.8078,25.2,15.8,35,44.2,55.8,53.125,37.2501,48.3449,83.7929,10370.1057,0.8,0,train
11523,United States of America,NAM,tropical_moist,-82.100833,29.170278,10,5,unknown,unknown,0,0,14,0,0,9.4,8.8,0,31.9,0,12.7,0,6.4,1.6,13.3,0,0,0,0,4.34137,2.03,9819,15218,15218,62,60.05,63,26.0816,35.3363,17.5213,26.25,14.5,37.25,47,58.78,55.45,39.3667,52.3504,92.4947,14553.7604,1,0,train
11524,United States of America,NAM,tropical_moist,-82.173333,29.1925,0,3,unknown,unknown,0,0,8.3,0,0,7.1,11.9,0,34.1,0,15.2,0,7.2,1.5,14.5,0,0,0,0,4.34137,2.03,12426,15218,15218,63,61.5,63,23.5311,32.3168,14.8885,23.2,11.4,34,43.6,55.2,52.825,37.1894,50.2521,63.4679,9931.2742,0.8,0,train
11525,United States of America,NAM,tropical_moist,-80.240689,27.172458,4.1,9,unknown,unknown,38.2,0,0,0,0,8.1,0,0,11.7,0,1.2,5.4,5.5,7.6,20.9,0,0,0,0,0.759366,1.44,14073,14073,14073,63,62.53,63,28.4848,35.9838,24.0235,30,20,40,47.5,57.5,53.3333,38.501,48.1746,67.4874,13029.02,0.3333,0,train
11527,United States of America,NAM,tropical_moist,-80.161806,25.733378,2,0,unknown,unknown,59.6,0,0,0,0,0,0,0,0,0,1.2,2,1.5,31.4,2,0,0,0,0,8.71369,2.87,4427,35645,121767,59,49.57,63,31.7404,34.1268,29.3778,30.8,23.2,40.2,47.4,56.6,54.35,37.8135,48.9889,89.4486,10722.7495,1.2,0,train
11528,United States of America,NAM,tropical_moist,-80.326811,25.586384,4,8,unknown,unknown,38.9,1,0,0,0,2.3,0,0,2.9,0,3.6,5.8,6.7,23.2,14,0,0,0,0,13.6232,2.12,9091,22228,121767,61,49.31,63,28.043,32.7416,23.5156,27.4,18.6,37.8,46.2,56.2,53.825,36.3912,48.2189,85.9189,10010.7952,0.6,0,train
11530,United States of America,NAM,tropical_moist,-86.666217,30.426533,9.5,15,unknown,unknown,46.1,1.3,3.1,0,0,3.2,0,0,31.9,0,4.5,1.5,2.4,4.5,0,0,0,0,0,0.335272,1.85,22184,22184,22184,62,47.15,62,27.8814,34.7732,21.0401,27.4,17.6,37.6,47,58.6,57.1,39.1994,49.9631,92.7219,13120.4215,1.4,0,train
11531,United States of America,NAM,tropical_moist,-81.381389,28.454167,0,7,unknown,unknown,2.9,0,0,0,0,8.7,2.2,0,26.3,0,1.6,3.1,6.5,34.2,12.5,0,0,0.054,0.184,25.063,3.34,6512,16442,46708,63,63,63,26.0029,34.7594,17.3759,25.2,14.2,36.4,46.4,60,57.4393,39.7382,53.0816,137.7225,14611.1926,4.2,0,train
11532,United States of America,NAM,tropical_moist,-81.3625,28.596389,27,5,unknown,unknown,3.2,0,3.4,0,0,7.3,1.7,0,26.1,0,1.5,2.2,5.2,39.4,9.2,0,0,0.004,0.084,25.7302,3.18,20913,34741,46708,63,63,63,27.6668,35.5153,19.8115,27,16.8,37.6,46.6,59.4,57.225,40.2962,53.1207,137.528,14779.0248,3.8,0,train
11533,United States of America,NAM,tropical_moist,-81.636667,28.347222,0,2,unknown,unknown,0,0,2.8,0,0,11.2,3.1,0,41.4,0,6.7,2.1,8,10.5,12.2,0,0,0.142,0.867,0.668518,2.65,814,1392,29960,62,57.86,63,26.3345,35.2078,17.5492,25.6,15,36.4,45.8,58.8,56.325,39.7083,52.7448,96.5981,13744.2487,1,0,train
11535,United States of America,NAM,tropical_moist,-80.233889,26.730833,2,2,unknown,unknown,6.6,0,0,0,0,5.5,0,0,5.2,0,0,24.5,16.4,25.4,15,0,0,0,0.119,1.76338,2.05,9155,15395,47678,62,54.39,63,26.3163,33.631,18.9433,26.4,12.8,38.2,46.2,57,54.7167,37.5639,51.4387,65.4553,12177.8757,0.6,0,train
11536,United States of America,NAM,tropical_moist,-80.060867,26.59123,5,11,unknown,unknown,55,0,0,0,0,0,0,0,1.3,0,0,5.1,2.6,27.5,7.1,0,0,0,0,16.7493,2.17,35242,35242,47678,63,57.5,63,29.378,32.9544,24.3012,29,15.25,40.5,47.5,57.25,54.5625,36.6453,50.6931,75.2294,11703.3942,1,0,train
11538,United States of America,NAM,tropical_moist,-82.305833,28.331944,33,5,unknown,unknown,0,0,4.2,0,0,16.2,9.7,0,41.9,0,4,0,5.3,1.6,16.8,0,0,0,0,3.35341,2.24,1061,1685,12144,28,26.59,63,25.9453,35.7827,16.3062,25.4,13.4,37,47.2,58.608,56.95,40.2607,53.5836,82.7324,14760.3139,0.8,0,train
11539,United States of America,NAM,tropical_moist,-82.758056,28.195,0,6,unknown,unknown,41.6,0,0,0,0,3.9,1,0,22.2,0,0,2.6,2.5,20.4,4.4,0,0,0.114,0.16,0.457453,1.99,20242,22887,36625,62,56.86,63,29.1174,36.0919,22.2797,28.6,18.8,39,48,58.4,56.325,40.1303,52.0717,93.1056,14169.7126,0.6,0,train
